query accession,genus/species,nucleotide acc,protein acc,fxn,dir,min,max,PfamID1,description,E-value1,PfamID2,description,E-value2,PfamID3,description,E-value3,custom hmm,custom hmm E-value,custom hmm2,custom hmm2 E-value
WP_062999720.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062999734.1,,rev,696420,697283,PF00296,Bac_luciferase  Luciferase-like monooxygenase,5.20E-49,,,,,,,,,,
WP_062999720.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062999736.1,,rev,697403,698251,PF13460,NAD_binding_10  NAD(P)H-binding,2.80E-24,PF05368,NmrA  NmrA-like family,8.00E-17,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,1.70E-05,,,,
WP_062999720.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039778780.1,,fwd,698531,699121,PF03729,DUF308  Short repeat of unknown function (DUF308),4.60E-25,PF04156,IncA  IncA protein,0.03,PF03694,Erg28  Erg28 like protein,0.042,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040858620.1,,rev,90320,91195,PF01656,CbiA  CobQ/CobB/MinD/ParA nucleotide binding domain,0.031,,,,,,,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051151968.1,,rev,91212,91892,PF10907,DUF2749  Protein of unknown function (DUF2749),0.2,,,,,,,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040858621.1,,fwd,92196,92957,PF00106,adh_short  short chain dehydrogenase,4.70E-44,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,1.20E-37,PF08659,KR  KR domain,1.90E-07,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051151969.1,,rev,92972,93505,PF12867,DinB_2  DinB superfamily,0.026,,,,,,,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040858623.1,,rev,93531,94304,PF08327,AHSA1  Activator of Hsp90 ATPase homolog 1-like protein,2.10E-23,PF12840,HTH_20  Helix-turn-helix domain,1.90E-13,PF01022,HTH_5  Bacterial regulatory protein  arsR family,3.80E-08,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_085996732.1,,fwd,94578,95570,PF07859,Abhydrolase_3  alpha/beta hydrolase fold,1.20E-39,PF10340,Say1_Mug180  Steryl acetyl hydrolase,2.10E-09,PF00326,Peptidase_S9  Prolyl oligopeptidase family,0.005,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051151971.1,,fwd,95611,96435,PF00106,adh_short  short chain dehydrogenase,7.00E-50,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,2.20E-41,PF08659,KR  KR domain,1.40E-09,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051151973.1,,rev,96540,98573,PF00196,GerE  Bacterial regulatory proteins  luxR family,1.10E-11,PF13424,TPR_12  Tetratricopeptide repeat,1.30E-08,PF08281,Sigma70_r4_2  Sigma-70  region 4,1.30E-06,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040858627.1,,rev,98779,99684,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,0.0048,,,,,,,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040858629.1,,rev,99689,100735,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,5.90E-13,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,9.90E-10,PF00108,Thiolase_N  Thiolase  N-terminal domain,0.065,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083868916.1,,fwd,101164,102825,PF00501,AMP-binding  AMP-binding enzyme,2.70E-60,,,,,,,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040858631.1,,fwd,102851,103132,NO PFAM MATCH,,,,,,,,,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051151975.1,D,fwd,103143,104177,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,4.00E-36,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,6.90E-26,PF13460,NAD_binding_10  NAD(P)H-binding,1.00E-20,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051151976.1,B,fwd,104323,105153,PF00561,Abhydrolase_1  alpha/beta hydrolase fold,1.80E-20,PF12697,Abhydrolase_6  Alpha/beta hydrolase family,1.30E-18,PF12146,Hydrolase_4  Serine aminopeptidase  S33,2.10E-09,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040858633.1,,rev,105165,106109,PF13280,WYL  WYL domain,5.90E-29,PF08279,HTH_11  HTH domain,8.00E-16,PF08220,HTH_DeoR  DeoR-like helix-turn-helix domain,0.00015,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040858634.1,,fwd,106173,107321,PF06441,EHN  Epoxide hydrolase N terminus,4.00E-36,PF00561,Abhydrolase_1  alpha/beta hydrolase fold,4.50E-10,,,,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040858636.1,,rev,107766,108074,PF06865,DUF1255  Protein of unknown function (DUF1255),4.20E-36,PF05899,Cupin_3  Protein of unknown function (DUF861),0.0086,PF07883,Cupin_2  Cupin domain,0.066,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040858637.1,,rev,108165,109082,PF01734,Patatin  Patatin-like phospholipase,1.70E-19,,,,,,,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040858638.1,,rev,109187,111547,PF13328,HD_4  HD domain,8.10E-48,PF04607,RelA_SpoT  Region found in RelA / SpoT proteins,9.40E-38,PF02824,TGS  TGS domain,1.70E-23,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040858716.1,,rev,111758,113356,PF00005,ABC_tran  ABC transporter,6.80E-38,PF13304,AAA_21  AAA domain  putative AbiEii toxin  Type IV TA system,4.20E-23,PF02463,SMC_N  RecF/RecN/SMC N terminal domain,4.50E-10,,,,
WP_083868916.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040858639.1,,rev,113519,114724,PF07690,MFS_1  Major Facilitator Superfamily,7.30E-36,PF00083,Sugar_tr  Sugar (and other) transporter,0.00048,PF06779,MFS_4  Uncharacterised MFS-type transporter YbfB,0.006,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040861440.1,,fwd,17202,17600,PF01494,FAD_binding_3  FAD binding domain,6.00E-15,PF00890,FAD_binding_2  FAD binding domain,0.0025,PF13450,NAD_binding_8  NAD(P)-binding Rossmann-like domain,0.004,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040861513.1,,rev,17843,18970,PF06737,Transglycosylas  Transglycosylase-like domain,1.90E-33,PF03990,DUF348  Domain of unknown function (DUF348),7.60E-20,PF07501,G5  G5 domain,1.60E-14,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040861441.1,,rev,19292,20119,PF01026,TatD_DNase  TatD related DNase,1.50E-66,PF01261,AP_endonuc_2  Xylose isomerase-like TIM barrel,0.00075,PF04909,Amidohydro_2  Amidohydrolase,0.46,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040861442.1,,fwd,20208,21764,PF09334,tRNA-synt_1g  tRNA synthetases class I (M),1.80E-112,PF00133,tRNA-synt_1  tRNA synthetases class I (I  L  M and V),8.80E-34,PF01406,tRNA-synt_1e  tRNA synthetases class I (C) catalytic domain,2.70E-14,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040861443.1,,rev,21968,22789,PF13560,HTH_31  Helix-turn-helix domain,9.60E-14,PF01381,HTH_3  Helix-turn-helix,1.10E-07,PF12844,HTH_19  Helix-turn-helix domain,1.80E-05,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040861444.1,,rev,22816,23577,PF13560,HTH_31  Helix-turn-helix domain,3.00E-08,PF01381,HTH_3  Helix-turn-helix,3.40E-08,PF12844,HTH_19  Helix-turn-helix domain,2.70E-05,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051152744.1,,fwd,23754,24422,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,3.70E-11,,,,,,,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051152745.1,,fwd,24524,25216,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,7.10E-15,PF13022,HTH_Tnp_1_2  Helix-turn-helix of insertion element transposase,0.0047,,,,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040861445.1,,fwd,25635,26687,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,6.20E-11,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1.40E-09,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,5.40E-05,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040861446.1,,fwd,26697,27608,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,8.50E-08,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.0013,,,,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083869276.1,,fwd,27653,29425,PF00501,AMP-binding  AMP-binding enzyme,2.60E-56,PF13193,AMP-binding_C  AMP-binding enzyme C-terminal domain,0.1,,,,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083869264.1,D,fwd,29355,30728,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,6.50E-42,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,1.00E-30,PF13460,NAD_binding_10  NAD(P)H-binding,4.60E-21,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040861448.1,,fwd,30741,31925,NO PFAM MATCH,,,,,,,,,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040861518.1,MMPL,fwd,32075,34228,PF03176,MMPL  MMPL family,9.80E-68,PF12349,Sterol-sensing  Sterol-sensing domain of SREBP cleavage-activation,0.0099,,,,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040861449.1,,rev,34174,34377,NO PFAM MATCH,,,,,,,,,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040861519.1,,rev,34437,35678,PF00067,p450  Cytochrome P450,3.90E-30,,,,,,,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040861450.1,,rev,35796,36650,PF00590,TP_methylase  Tetrapyrrole (Corrin/Porphyrin) Methylases,1.30E-26,PF04909,Amidohydro_2  Amidohydrolase,0.005,,,,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040861520.1,,fwd,36853,38406,PF16192,PMT_4TMC  C-terminal four TMM region of protein-O-mannosyltransferase,1.90E-18,PF02366,PMT  Dolichyl-phosphate-mannose-protein mannosyltransferase,1.90E-17,PF13231,PMT_2  Dolichyl-phosphate-mannose-protein mannosyltransferase,1.80E-08,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040861451.1,,rev,38414,38782,PF00392,GntR  Bacterial regulatory proteins  gntR family,7.40E-15,PF14502,HTH_41  Helix-turn-helix domain,1.60E-05,PF13412,HTH_24  Winged helix-turn-helix DNA-binding,0.00012,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051152746.1,,rev,38790,40019,PF02274,Amidinotransf  Amidinotransferase,1.80E-89,,,,,,,,,,
WP_083869276.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040861453.1,,fwd,40136,40639,PF09278,MerR-DNA-bind  MerR  DNA binding,2.30E-18,PF13411,MerR_1  MerR HTH family regulatory protein,2.40E-15,PF00376,MerR  MerR family regulatory protein,4.10E-15,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017919.1,,rev,234438,235259,PF13460,NAD_binding_10  NAD(P)H-binding,5.30E-16,PF05368,NmrA  NmrA-like family,4.20E-12,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,2.10E-06,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017921.1,,fwd,235892,237310,PF07690,MFS_1  Major Facilitator Superfamily,1.70E-39,PF01627,Hpt  Hpt domain,0.037,,,,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084488488.1,MMPL,rev,237635,239818,PF03176,MMPL  MMPL family,1.30E-66,PF00873,ACR_tran  AcrB/AcrD/AcrF family,3.20E-06,,,,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017925.1,,fwd,240086,246505,PF00109,ketoacyl-synt  Beta-ketoacyl synthase  N-terminal domain,1.60E-84,PF00698,Acyl_transf_1  Acyl transferase domain,3.20E-73,PF08659,KR  KR domain,7.40E-54,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017927.1,,fwd,246537,247934,PF00668,Condensation  Condensation domain,1.20E-19,,,,,,,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017930.1,,fwd,247944,248627,NO PFAM MATCH,,,,,,,,,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017932.1,MMPL,rev,248696,250810,PF03176,MMPL  MMPL family,3.90E-62,,,,,,,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017934.1,,rev,250807,252006,PF02566,OsmC  OsmC-like protein,0.065,PF10768,FliX  Class II flagellar assembly regulator,0.2,PF07428,Tri3  15-O-acetyltransferase Tri3,0.2,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017936.1,D,rev,252033,253079,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,1.60E-40,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,4.40E-31,PF07993,NAD_binding_4  Male sterility protein,6.40E-22,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017938.1,,rev,253076,253357,PF02517,Abi  CAAX protease self-immunity,0.25,,,,,,,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017940.1,,rev,253354,255033,PF00501,AMP-binding  AMP-binding enzyme,2.40E-62,PF13193,AMP-binding_C  AMP-binding enzyme C-terminal domain,0.024,,,,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017942.1,,rev,255030,255944,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.90E-05,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.02,,,,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084488490.1,,rev,255953,257005,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.90E-10,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,7.60E-09,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.013,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017944.1,,rev,257525,258187,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,4.90E-06,,,,,,,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017946.1,,fwd,258292,259167,PF10118,Metal_hydrol  Predicted metal-dependent hydrolase,1.10E-71,,,,,,,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017947.1,,fwd,259164,260234,PF00111,Fer2  2Fe-2S iron-sulfur cluster binding domain,1.90E-11,PF00970,FAD_binding_6  Oxidoreductase FAD-binding domain,4.00E-06,PF00175,NAD_binding_1  Oxidoreductase NAD-binding domain,0.00047,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063018706.1,,fwd,260273,261745,PF00743,FMO-like  Flavin-binding monooxygenase-like,5.50E-21,PF13738,Pyr_redox_3  Pyridine nucleotide-disulphide oxidoreductase,7.20E-18,PF13450,NAD_binding_8  NAD(P)-binding Rossmann-like domain,6.40E-12,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063018708.1,,fwd,261763,262662,PF00106,adh_short  short chain dehydrogenase,1.20E-42,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,6.80E-35,PF08659,KR  KR domain,3.80E-11,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017950.1,,rev,262679,263362,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,6.80E-09,PF02796,HTH_7  Helix-turn-helix domain of resolvase,0.00034,PF13384,HTH_23  Homeodomain-like domain,0.00095,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017952.1,,fwd,263510,265081,PF00171,Aldedh  Aldehyde dehydrogenase family,1.60E-134,PF02899,Phage_int_SAM_1  Phage integrase  N-terminal SAM-like domain,0.059,,,,,,,
WP_063017940.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063017954.1,,fwd,265115,265945,PF00106,adh_short  short chain dehydrogenase,1.30E-45,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,3.60E-32,PF08659,KR  KR domain,2.30E-11,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051037703.1,,fwd,199063,201300,PF00122,E1-E2_ATPase  E1-E2 ATPase,5.30E-61,PF00702,Hydrolase  haloacid dehalogenase-like hydrolase,6.50E-44,PF00403,HMA  Heavy-metal-associated domain,9.50E-13,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_081592703.1,,fwd,201233,202036,PF10738,Lpp-LpqN  Probable lipoprotein LpqN,1.10E-40,,,,,,,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039817110.1,,rev,202325,203203,PF00398,RrnaAD  Ribosomal RNA adenine dimethylase,1.00E-38,PF13649,Methyltransf_25  Methyltransferase domain,0.015,PF02475,Met_10  Met-10+ like-protein,0.062,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039817232.1,,rev,203280,204440,PF03583,LIP  Secretory lipase,8.00E-13,PF12697,Abhydrolase_6  Alpha/beta hydrolase family,1.90E-06,PF12146,Hydrolase_4  Serine aminopeptidase  S33,7.50E-06,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039817111.1,,fwd,204579,205346,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,1.30E-55,PF00106,adh_short  short chain dehydrogenase,1.40E-53,PF08659,KR  KR domain,7.30E-12,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039817233.1,,rev,205506,206633,PF06737,Transglycosylas  Transglycosylase-like domain,7.30E-34,PF03990,DUF348  Domain of unknown function (DUF348),2.20E-25,PF07501,G5  G5 domain,4.30E-16,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039817112.1,,rev,206843,207670,PF01026,TatD_DNase  TatD related DNase,5.30E-69,PF01261,AP_endonuc_2  Xylose isomerase-like TIM barrel,6.80E-05,PF16450,Prot_ATP_ID_OB  Proteasomal ATPase OB/ID domain,0.13,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039817113.1,,fwd,207739,209322,PF09334,tRNA-synt_1g  tRNA synthetases class I (M),2.40E-111,PF00133,tRNA-synt_1  tRNA synthetases class I (I  L  M and V),8.70E-34,PF01406,tRNA-synt_1e  tRNA synthetases class I (C) catalytic domain,9.70E-12,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039817114.1,,fwd,209727,210779,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,8.00E-11,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1.50E-09,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.00015,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039817115.1,,fwd,210787,211701,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,2.10E-06,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,4.50E-05,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.036,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039817118.1,,fwd,211698,213371,PF00501,AMP-binding  AMP-binding enzyme,2.30E-63,PF13193,AMP-binding_C  AMP-binding enzyme C-terminal domain,0.013,,,,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_029931219.1,,fwd,213371,213643,NO PFAM MATCH,,,,,,,,,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_081592704.1,D,fwd,213640,214683,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,7.90E-42,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,2.30E-30,PF13460,NAD_binding_10  NAD(P)H-binding,8.20E-21,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039817121.1,,fwd,214697,215893,NO PFAM MATCH,,,,,,,,,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039817122.1,MMPL,fwd,215890,218031,PF03176,MMPL  MMPL family,1.50E-69,,,,,,,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039817234.1,,fwd,218070,218258,NO PFAM MATCH,,,,,,,,,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039817124.1,,rev,218272,219117,PF00590,TP_methylase  Tetrapyrrole (Corrin/Porphyrin) Methylases,8.00E-26,PF04909,Amidohydro_2  Amidohydrolase,0.0013,,,,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_085996482.1,,rev,219371,219565,NO PFAM MATCH,,,,,,,,,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_085996488.1,,fwd,219606,221048,PF16192,PMT_4TMC  C-terminal four TMM region of protein-O-mannosyltransferase,1.40E-19,PF02366,PMT  Dolichyl-phosphate-mannose-protein mannosyltransferase,1.50E-15,PF13231,PMT_2  Dolichyl-phosphate-mannose-protein mannosyltransferase,1.80E-09,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039817128.1,,rev,221056,221427,PF00392,GntR  Bacterial regulatory proteins  gntR family,1.60E-14,PF14502,HTH_41  Helix-turn-helix domain,1.30E-05,PF13412,HTH_24  Winged helix-turn-helix DNA-binding,0.00011,,,,
WP_039817118.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051037704.1,,rev,221435,222664,PF02274,Amidinotransf  Amidinotransferase,1.20E-89,,,,,,,,,,
WP_039811819.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039811933.1,,fwd,47665,48795,PF01784,NIF3  NIF3 (NGG1p interacting factor 3),1.60E-69,,,,,,,,,,
WP_039811819.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039811802.1,,rev,48834,49274,PF02566,OsmC  OsmC-like protein,1.70E-14,,,,,,,,,,
WP_039811819.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039811805.1,,fwd,49418,50155,PF02591,zf-RING_7  C4-type zinc ribbon domain,3.90E-09,PF09728,Taxilin  Myosin-like coiled-coil protein,0.00033,PF12325,TMF_TATA_bd  TATA element modulatory factor 1 TATA binding,0.041,,,,
WP_039811819.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039811808.1,,fwd,50184,51464,PF00300,His_Phos_1  Histidine phosphatase superfamily (branch 1),3.90E-60,PF13456,RVT_3  Reverse transcriptase-like,1.90E-24,PF00075,RNase_H  RNase H,5.40E-10,,,,
WP_039811819.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039811810.1,,fwd,51533,52522,PF03631,Virul_fac_BrkB  Virulence factor BrkB,3.10E-66,PF12679,ABC2_membrane_2  ABC-2 family transporter protein,0.0054,,,,,,,
WP_039811819.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_029932593.1,,rev,52531,53418,PF12146,Hydrolase_4  Serine aminopeptidase  S33,1.10E-14,PF12697,Abhydrolase_6  Alpha/beta hydrolase family,1.00E-10,PF05448,AXE1  Acetyl xylan esterase (AXE1),1.80E-09,,,,
WP_039811819.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_029932592.1,,fwd,54332,54664,PF07332,Phage_holin_3_6  Putative Actinobacterial Holin-X  holin superfamily III,0.018,,,,,,,,,,
WP_039811819.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039811812.1,,fwd,54679,56112,PF00773,RNB  RNB domain,2.10E-41,,,,,,,,,,
WP_039811819.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051037046.1,,rev,56127,56957,PF12697,Abhydrolase_6  Alpha/beta hydrolase family,3.50E-20,PF00561,Abhydrolase_1  alpha/beta hydrolase fold,3.00E-19,PF12146,Hydrolase_4  Serine aminopeptidase  S33,2.60E-09,,,,
WP_039811819.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_039811816.1,D,rev,57104,58138,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,1.00E-40,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,5.90E-27,PF13460,NAD_binding_10  NAD(P)H-binding,3.60E-23,,,,
